S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr. ,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %,Sales Rs.Cr.,OPM %,PAT 12M Rs.Cr.,PAT Qtr Rs.Cr.,CMP / BV,ROA 12M %,Ind PE
757,Shoppers Stop,783.95,8595.75,0,16.2,591.9,1012.74,57.73,3.75,3632.63,16.18,79.65,17.61,71.34,-2.01,102.92,107.92
758,Manappuram Fin.,103.55,8764.42,2.9,281.92,-35.42,1501.98,-3.92,11.89,5999.7,62.49,1173.68,281.92,1.05,4.08,25.34,7.47
759,Rites,364.85,8767.41,4.66,144.7,91.03,605.04,70.59,30.16,2911.82,27.65,581.9,137.52,3.52,9.2,19,15.07
760,Poly Medicure,924,8862.83,0.27,26.96,-28.28,248.85,17.42,16.72,959.98,21.28,135.87,26.96,8.15,10.82,31.71,65.23
761,Sapphire Foods,1435.25,9119.94,0,38.15,246.22,546.27,80.26,8.84,1964.79,19.41,110.64,38.15,9.06,2.6,127,82.43
762,KRBL,389.6,9170.79,0.9,164.45,16.83,1228.23,20.9,15.23,4422.88,15.84,483.09,164.45,2.25,9.79,47.48,18.98
763,Sundaram Clayton,4578.8,9263.87,0.96,326,197.33,7666.37,54.17,11.66,28284.48,12.28,583.45,155.36,1.82,3.11,23.46,15.88
764,Triveni Turbine,286.8,9272.4,0.44,38.33,37.84,259.04,40.74,21.93,927.22,18.43,139.4,38.25,10.83,10.63,37.54,66.52
765,Century Textiles,836.65,9345.02,0.48,63.09,75.54,1187.81,41.08,7.81,4475.21,12.91,234.48,63.09,2.38,3.05,15.15,39.85
766,UTI AMC,756.1,9599.71,2.78,202.83,0.89,435.79,14.57,19.52,1338.65,47.91,475.34,200.5,2.63,14,25.34,20.2
767,ITI,103.35,9733.96,0,-99.47,-13.11,166.28,-27.52,7.83,1797.59,4.95,109.54,-99.47,3.84,1.31,46.75,88.86
768,Akzo Nobel,2138.45,9738.57,3.51,76.9,1.32,937.7,49.7,28.39,3459.99,13.38,289.55,76.9,7.74,11.31,62.59,33.63
769,NLC India,70.35,9754.99,4.26,568.83,61.55,3862.91,27.22,8.27,12774.39,35.96,1290.74,561.83,0.69,1.63,21.88,7.56
770,National Standar,4880.9,9761.8,0,0.77,-92.56,1.07,-84.4,11.63,20.36,44.45,15.46,0.77,40.93,7.94,34.22,631.42
771,Godrej Agrovet,508.25,9766.56,1.87,87.68,-21.04,2509.86,25.95,18.01,8823.17,7.45,386.84,82.71,4.3,8.4,26.37,25.25
772,Eureka Forbes,510.5,9872.62,0,17.83,9484.21,525.14,46787.5,0.52,381,4.68,2.8,17.83,2.43,0.09,47.62,3525.94
773,Balaji Amines,3063.55,9926.21,0.2,148.04,36.06,670.17,48.7,50.19,2539.84,27.53,401,122.97,7.94,26.23,26.53,24.75
774,ERIS Lifescience,730.65,9936.16,1.01,119.37,0.83,460.51,28.04,25.09,1497.19,33.35,393.2,119.37,4.9,20.32,26.32,25.27
775,Tejas Networks,658.15,10011.11,0,1.07,-70.77,219.94,27.29,-8.23,579.26,-17.64,-79.49,1.07,3.78,-3.67,39.76,
776,V I P Inds.,709.65,10048.75,0.35,43.4,134.09,514.74,55.95,12.91,1858.59,14.2,148.01,43.4,15.05,5.7,73.04,67.89
777,Hindustan Copper,104.35,10090.9,1.11,57.09,25.17,348.39,30.19,18.08,1902.72,27.17,385.26,57.09,5.28,11.93,12.5,26.19
778,Galaxy Surfact.,2850.95,10107.97,0.63,100.37,30.66,1158.88,40.24,19.15,4018.21,10.96,286.33,100.37,6.42,11.35,25.91,35.3
779,Tata Motors-DVR,199.75,10157.35,0,2941.48,,75653.79,,6.6,249794.75,12.93,-2177.94,3229.34,0.18,-0.65,320.2,
780,M R P L,58.05,10173.84,0,2707.51,1278.82,32289.73,187.82,13.94,90757.27,10.3,6085.56,2707.51,1.41,7.99,11.11,1.67
781,Allcargo Logist.,414.4,10181.62,0.72,280.23,194.25,5674.89,64.53,26.41,22297.72,7.77,1032.08,243.11,3.22,10.78,22.24,9.87
782,India Grid Trust,146.46,10254.83,,83.07,0.04,573.02,1.42,7.36,2265.17,90.06,337.94,80.95,1.89,1.73,43.81,30.35
783,Suven Pharma,404.3,10292.06,0.49,107.54,2.34,338.8,28.43,40.83,1395.23,44.13,456.26,107.54,6.74,24.42,27.89,22.56
784,Kalyan Jewellers,100.05,10305.68,0,107.77,310.08,3332.64,103.61,9.36,12513.81,8.07,383.06,107.77,3.29,2.51,36.83,26.9
785,CESC,77.9,10326.19,5.78,297,5.54,4102,27.67,12.75,13433,20.88,1374,286,0.99,3.82,21.88,7.52
786,Aegis Logistics,294.2,10326.42,0.85,107.48,55.21,2235.48,229.69,17.37,6188.4,8.3,394.29,103.37,4.74,11,34.12,26.19
787,Vardhman Textile,358.05,10351.5,1.9,332.55,4.58,2811.83,45.92,23.69,10507.2,22.09,1559.77,329.12,1.34,15.02,7.86,6.64
788,Motil.Oswal.Fin.,695.25,10365.75,1.44,510.04,-7.22,1319.81,-0.26,19.05,4149.07,45.48,1079.79,509.27,1.74,8.49,25.34,9.6
789,PVR,1705.2,10424.98,0,-71.49,53.48,686.72,470.74,-3,2819.41,26.96,-133.74,-71.23,7.56,-6.84,50.99,
790,Suzlon Energy,8.65,10483.42,0,2432.55,109.07,1380.68,20.92,22.3,6820.68,13.92,-170.07,7.08,,-1,37.54,
791,Brookfield India,313.86,10517.04,,47.14,-36.15,291.04,32.85,3.55,948.75,70.02,219.59,47.14,1.2,1.91,44.48,47.89
792,Tanla Platforms,781.25,10607.78,0.77,110.45,-18.89,851.04,1.12,58.76,3389.15,19.39,509.48,110.45,7.13,26.92,27.72,20.82
793,Alembic Pharma,543.45,10682.22,1.84,-65.88,-141.63,1262.14,-4.82,10.93,5241.9,12.85,296.79,-65.88,2.04,7.49,27.89,35.99
794,Natco Pharma,585.45,10687.81,0.77,320.4,327.2,884.6,115.6,3.91,2419.1,22.69,415.4,320.4,2.51,2.78,27.89,25.73
795,Pun. & Sind Bank,15.8,10708.9,1.96,204.7,17.75,1800.47,6.51,4.99,7205.86,66.65,1069.9,204.7,0.76,0.9,10.05,10.01
796,HFCL,77.8,10718.96,0.23,84.31,0.33,1173.47,4.58,19.18,4622.68,12.32,281.3,81.86,3.69,6.36,19,38.1
797,K E C Intl.,417.9,10743.72,0.96,31.02,-32.77,3318.08,30.63,14.13,14520.34,6.28,338.99,31.02,2.97,2.34,23.05,31.69
798,Redington,138.1,10792.17,4.78,326.34,33.43,16803.14,24.89,29.26,65993.1,2.89,1359.02,315.78,1.87,7.96,34.12,7.94
799,Zydus Wellness,1713.35,10902.41,0.29,137.01,6.97,696.76,16.6,6.41,2108.28,16.72,317.99,139.92,2.25,5.44,47.48,34.29
800,V-Guard Industri,252.65,10906.4,0.51,54.02,119.33,1009.64,80.06,21.75,3923.57,9.45,256.18,54.02,7.77,11.56,37.54,42.57
801,KIOCL,179.7,10921.29,0.98,-43.78,-120.28,366.32,-64.85,19.35,2332.25,1.74,53.7,-43.78,5.09,12.09,9.79,203.38
802,EID Parry,629.25,11167.96,1.75,494.19,94.64,7146.47,64.12,37.14,26319.91,10.14,1038.25,258.11,2.1,10.89,13.17,10.76
803,Glenmark Pharma.,398.2,11235.94,0.63,211.11,-37.19,2777.29,-6.33,15.99,12117.3,17.98,956.75,192.53,1.24,7.11,27.89,11.74
804,Krishna Institu.,1408.1,11268.71,0,79.25,-21.51,495.51,4.72,34.1,1673.16,30.44,313.55,69.96,8.12,20.73,31.71,35.94
805,G N F C,727.4,11305.25,1.37,568.95,137.19,2696.19,93.37,33.14,9944.16,27.68,2032.83,568.95,1.43,17.97,10.76,5.56
806,Brigade Enterpr.,490.6,11311.59,0.31,64.65,287.51,902.49,135.77,6.5,3518.48,25.23,6.06,59.06,3.98,-0.64,30.9,1866.6
807,RHI Magnesita,707.15,11384.86,0.35,81.89,64.37,600.55,40.21,36.79,2162.93,19.58,299.99,81.89,11.08,18.3,22.6,37.95
808,Mahindra CIE,305.95,11605.22,0.82,171.37,2.98,2723.15,30.25,11.05,10065.36,10.96,611,171.37,2.15,4.11,19.15,18.99
809,Westlife Develop,744.95,11616.46,0,23.58,170.62,537.93,107.57,4.83,1855.26,14.77,55.3,23.58,25.14,-0.6,127,210.06
810,Blue Star,1212.3,11676.13,0.82,74.35,485.11,1970.32,87.29,19.91,6963.86,6.13,229.27,74.25,11.47,4.24,27.46,50.93
811,G R Infraproject,1208.6,11685.83,0,404.86,82.97,2692.15,18.89,16.33,8925.94,21.87,1016.46,404.86,2.43,7.64,30.9,11.5
812,Tata Inv.Corpn.,2309.95,11687.26,2.38,108.69,68.09,126.3,72.02,1.36,306.26,90.32,245.39,108.69,0.6,1.13,25.34,47.63
813,Chola Financial,625.6,11745.86,0.09,582.47,60.75,3936.68,9.62,10.18,14988.76,51.78,1124.16,267.49,1.82,2.4,25.34,10.45
814,Shri.City Union.,1757.05,11756.41,2.11,384.51,27.12,2155.21,26.19,10.87,7900.3,63.35,1364.11,379.41,1.16,2.83,25.34,8.62
815,EIH,190.2,11894.43,0,65.86,145.48,394.29,311.02,-3.11,1285.45,12.87,36.24,51.5,3.93,-3.56,49.29,328.2
816,Aether Industri.,961.65,11970.88,0,30.62,-5.29,160.01,6.66,30.02,590.04,28.49,108.93,30.62,28.01,17.82,26.53,109.9
817,Indian Energy Ex,134.5,12087.11,1.49,70.06,-10.31,95.2,-12.79,63.29,419.48,84.19,299.44,70.06,16.07,22.41,27.06,40.37
818,BASF India,2815,12186.14,0.21,196.75,-0.27,3887.79,29.04,33.51,13974.6,6.67,585.05,196.75,5.22,10.33,26.53,20.83
819,Aster DM Health.,245.2,12248.06,0,79.77,54.13,2662.12,12.25,11.58,10543.81,14.15,550.06,68.54,3.42,4.97,31.71,22.27
820,Aditya AMC,426.6,12286.08,2.68,102.84,-33.63,304.5,0.44,44.83,1294.29,63.21,620.67,102.84,5.59,30.45,25.34,19.79
821,Guj.St.Petronet,217.9,12294.17,0.92,648.17,-7.13,5536.46,61.65,36.18,20102.24,16.67,1608.12,473.13,1.55,15.21,10.76,7.65
822,Castrol India,124.35,12299.74,2.41,206.26,47.29,1241.71,39.59,67.5,4641.21,24.38,809.16,206.26,6.85,29.77,26.53,15.2
823,SJVN,31.6,12418.15,5.38,609.23,78.07,1004.11,51.57,9.2,2758.65,71.06,1262.12,609.23,0.94,4.96,21.88,9.84
824,I D F C,78.15,12482.35,1.28,252.37,161.54,22.13,701.81,0.72,214.15,13.37,726.1,252.37,1.4,0.38,25.34,17.19
825,Sh.Renuka Sugar,58.65,12483.59,0,-113.9,52.87,1953,134.9,6.23,7554.2,7.05,-11.4,-113.3,,-1.84,13.17,
826,C D S L,1202.65,12567.69,1.25,80.46,-6.41,148.95,2.04,41.45,577.21,62.2,299.3,80.41,11.69,25.87,27.06,41.99
827,Powergrid Infra.,139.92,12732.71,,213.89,-5.37,320.23,-13.43,,1217.34,63.36,463.31,207.56,1.42,,43.81,27.48
828,Natl. Aluminium,69.75,12810.51,9.32,578.64,66.4,3783.32,52.89,33.98,15489.58,31.02,3182.88,578.64,1.02,18.45,16.51,4.02
829,Sanofi India,5564.7,12815.5,3.25,120.4,-32.47,699.3,-11.38,34.77,2848.7,23.93,525.25,120.4,8.81,19.44,36.61,24.4
830,Cams Services,2635.8,12913.73,1.47,62.32,-25.74,226.41,18.36,62.91,898.89,44.52,267.81,62.32,22.48,33.52,27.06,48.22
831,Mazagon Dock,640.3,12914.21,1.36,217.02,111.01,2230.32,83.68,25.49,6749.36,7.97,710.74,217.02,3.89,2.21,22.31,18.17
832,Deepak Fertiliz.,1031.05,13015.75,0.87,435.66,238.92,3031.07,59.35,19.55,8792.26,20.54,984.14,433.89,3.21,8.52,26.53,13.23
833,Capri Global,740.8,13025.96,0.07,46.08,0.33,279,41.84,9.89,1040.23,60.12,205.19,46.08,6.77,3.16,25.34,63.48
834,Sheela Foam,2693.45,13139.41,0,42.52,69.65,729.12,32.27,17.84,3159.68,10.84,234.59,42.09,9.44,9.46,12.66,56.01
835,Bank of Maha,19.8,13326.38,2.53,534.74,94.97,3815.1,18.95,3.92,13980.9,57.16,1653.04,534.74,0.95,0.54,10.05,8.06
836,Lak. Mach. Works,12485.2,13337.94,0.32,104.3,139.6,1211.9,50.91,13.51,4104.79,9.24,324.02,104.3,6.27,6.04,29.7,41.16
837,Bajaj Electrical,1160.8,13347.98,0.26,41.19,288.34,1229.12,43.45,12.08,5185.27,6.26,199.98,41.19,7.7,3.05,47.62,66.75
838,Angel One,1610.35,13416.81,1.68,213.56,59.11,716.73,35.91,35.48,2655.09,39.96,764.43,213.62,7.11,10.39,25.34,17.55
839,Indiamart Inter.,4360.8,13420.18,0.05,74.2,-12.81,229.1,26.16,22.47,830.5,31.68,257.1,74.2,7.05,11.3,60.37,52.2
840,IIFL Finance,354.55,13467.5,0.99,329.72,24.07,1928.64,27.35,11.3,7250.62,63.64,1251.83,329.69,2.08,2.74,25.34,10.76
841,Chambal Fert.,324.45,13503.86,2.31,341.71,-10.39,7291.18,105.99,23.35,19820.49,11.47,1526.11,341.71,2.11,13.23,10.76,8.85
842,Exide Inds.,159,13515,1.26,202.44,536.4,4021.77,56.76,10.61,14245.45,10.41,735.41,202.44,1.28,20.49,23.46,18.38
843,TTK Prestige,976.3,13532.89,0.61,53.29,74.21,629.05,56.84,24.48,2950.43,15.65,327.54,53.29,7.82,13.69,47.62,41.32
844,Hitachi Energy,3226.4,13674.02,0.09,1.34,-91.78,985.99,25.8,25.72,4070.66,5.57,122.48,1.34,12.08,5.12,37.54,111.64
845,City Union Bank,185.45,13715.6,0.54,225.14,30.15,1099.44,10.23,5.7,4206.79,59.36,812.32,225.14,2.08,1.32,16.15,16.88
846,KEI Industries,1534.5,13840.03,0.16,106.9,16.22,1608.07,18.81,23.85,6529.04,9.94,427.8,106.9,5.91,11.51,28.82,32.35
847,Radico Khaitan,1036.15,13850.61,0.29,58.29,-2.57,757.43,26.74,16.44,3035.35,13.26,250.62,58.29,6.97,9.44,28.83,55.27
848,IRB Infra.Devl.,230.25,13904.8,0.54,85.31,101.63,1342.95,-8.35,8.79,5980.25,48.35,695.68,85.31,1.07,0.85,22.54,19.99
849,Century Plyboard,626.75,13924.69,0.24,92.63,197.14,888.78,94.25,29.75,3458.26,17.75,373.81,92.32,8.95,15.5,27.06,37.25
850,Nuvoco Vistas,392.15,14005.88,0,20.47,-82.09,2652.46,20.4,4.26,9767.52,13.75,-61.73,20.47,1.59,0.16,24.61,
851,Ratnamani Metals,2003.25,14041.18,0.47,86.8,72.84,976.8,85.7,19.65,3589.57,15.08,358.98,86.8,6.25,11.55,16.03,39.11
852,New India Assura,85.45,14082.16,0.35,118.47,32.78,8542.41,5.87,0.67,36065.59,0.3,193.51,118.47,0.56,0.18,65.1,72.77
853,Godrej Industrie,427.65,14396.34,0,257.6,47.2,4024.55,39.23,9.81,15264.21,7.98,760.71,203.95,2.02,3.23,26.53,18.92
854,Happiest Minds,988.6,14518.93,0.38,55.31,24.35,337.65,34.83,31.23,1198.16,24.64,210.15,55.31,19.69,18.74,27.72,69.09
855,Asahi India Glas,605.5,14719.71,0.33,106.23,205.87,922.53,52.78,20.77,3492.02,24.8,414.26,106.23,8.35,8.94,32.53,35.53
856,UCO Bank,12.35,14765.61,0,123.61,21.41,3851.07,7.89,4.08,15262.84,53.69,951.57,123.61,0.63,0.36,10.05,15.52
857,Narayana Hrudaya,726.15,14839.66,0.14,110.61,45.12,1033.43,20.19,24.74,3874.23,18.17,376.3,110.55,9.96,11.79,31.71,39.44
858,CreditAcc. Gram.,957.55,14949.46,0,158.71,120.46,671.43,31.68,9.72,2561.56,64.13,571.87,158.71,3.45,2.78,25.34,26.14
859,Alkyl Amines,2949.4,15071.4,0.34,81.88,4.25,473.48,20.84,32.98,1624.47,20.4,228.27,81.88,15.22,17.83,26.53,66.02
860,J B Chem & Pharm,1983.25,15337.55,0.83,105.2,-11.64,784.81,29.51,23.37,2603.07,21.23,371.51,105.03,7.18,14.82,27.89,41.28
861,IIFL Wealth Mgt,1749.1,15548.02,3.14,174.37,22.38,505.26,4.03,13.42,1949.3,54.16,649.35,174.37,5.11,5.93,25.34,23.94
862,Aptus Value Hou.,312.8,15577.21,0,118.84,61.6,240.34,32.03,13.6,872.55,82.66,415.45,118.84,5.34,7.25,23.07,37.49
863,Elgi Equipments,491.8,15585.59,0.23,48.69,305.07,693.8,41.75,18.61,2729.07,12.39,215.1,48.69,14.93,9.09,46.21,72.46
864,Affle India,1180.1,15724.96,0,54.99,52.62,347.48,127.9,27.92,1276.66,19.23,232.68,54.53,13.35,16.66,27.72,67.58
865,AAVAS Financiers,1990.05,15726.65,0,106.82,15.96,394.75,21.51,9.51,1455.15,73.1,400.82,106.82,5.19,3.57,23.07,39.24
866,Ajanta Pharma,1232.35,15789.5,0.51,174.62,0.5,950.93,27.13,29.15,3543.93,26.27,713.55,174.62,4.84,18.46,26.32,22.13
867,Carborundum Uni.,850.1,16141.86,0.41,85.99,2.13,1139.83,60.18,20.23,3752.99,14.55,334.98,78.77,6.83,11.79,47.87,48.19
868,ICICI Securities,502.1,16208.92,6.72,300.41,-14.47,858.46,0.24,27.03,3485.32,62.47,1294.64,300.41,6.21,12.66,25.34,12.52
869,The Ramco Cement,703.4,16620.81,0.43,112.27,-33.56,1772.49,44.26,9.51,6523.8,18.71,835.99,112.27,2.55,7.31,12.06,19.88
870,Nippon Life Ind.,267.95,16695.33,4.11,196.55,-1.92,308.98,1.64,29.69,1232.63,62.41,657.02,196.55,5.13,20.52,25.34,25.41
871,DCM Shriram,1075.6,16773.15,1.37,128.12,-19.17,2739.72,27.74,24.47,11116.7,17.35,1133.06,128.12,2.89,12.22,14.8,14.8
872,Gillette India,5168.9,16845.45,0.7,67.59,145.51,552.89,26.82,51.13,2256.16,21.39,289.33,67.59,19.56,19.27,60.46,58.22
873,PB Fintech.,379.65,17065.26,0,-204.33,-84.35,505.19,112.51,-21.83,1692.35,-60.19,-926.4,-204.33,3.15,-20.63,27.06,
874,Central Bank,19.8,17188.26,0,344.3,58.94,6184.35,12.07,4.1,23630.48,54.66,1648.86,341.41,0.62,0.28,10.05,10.42
875,Kajaria Ceramics,1091.3,17377.05,1.01,92.96,122.62,1008.22,79.51,24.48,4151.75,16.47,426.22,92.3,8.19,13.92,28.43,40.77
876,Bharat Dynamics,956,17521.69,0.87,39.86,290.26,694.8,440.32,26.09,3383.6,23.7,584.23,39.86,5.78,8.26,22.56,29.99
877,Clean Science,1665.05,17689.08,0.2,68.25,27.52,247.51,61.6,46.63,866.99,40.23,259.16,68.25,20.23,28.84,26.53,68.26
878,Prestige Estates,443.3,17770.2,0.34,251.1,104.96,1938.5,36.92,8.51,7010.8,24.39,529.51,117.44,1.95,2.02,30.9,33.56
879,Trident,35.1,17886.8,1.03,129.35,-37.45,1679.9,13.32,23.39,7221.35,19.61,775.55,129.35,4.67,13.64,25.44,23.06
880,Apollo Tyres,281.75,17893.97,1.15,190.68,48.37,5942,29.61,6.98,22305.11,12.09,705.39,190.68,1.52,2.43,26.97,25.37
881,Campus Activewe.,590,17972.13,0,28.66,1347.47,337.71,149.6,31.19,1194.18,20.22,124.41,28.66,40.42,14.95,53.85,144.46
882,Sundram Fasten.,904.1,18997.71,0.71,138.03,13.69,1410.12,26.76,20.07,5199.75,15.89,473.1,136.02,7.25,11.2,31.37,40.16
883,ZF Commercial,10021.15,19000.1,0.12,62.4,191.86,798.42,62.31,8.7,2849.85,10.85,183.09,62.4,8.99,5.04,23.46,103.77
884,K P R Mill Ltd,556.35,19016.82,0.03,226.69,34.88,1584.82,75.46,31.09,5505.08,24.75,900.46,226.69,6.01,20.44,15.16,21.12
885,Endurance Tech.,1358.6,19110.45,0.46,103.39,-5.86,2113.83,24.81,14.1,7969.3,12.05,475.08,110.93,4.88,8.08,23.46,40.23
886,KPIT Technologi.,711.95,19517.67,0.44,83.57,31.81,744.83,26.06,24.14,2704.69,18.76,317.49,83.62,14.02,12.66,27.72,61.47
887,Blue Dart Expres,8279.6,19647.49,0.72,118.79,279.88,1293.31,49.31,31.04,4837.58,22.9,494.92,118.79,22.53,14.11,2190.66,39.7
888,L&T Fin.Holdings,79.5,19700.55,0.63,405.57,108.73,3138.1,6.07,6.58,12044.03,57.22,1231.19,360.31,0.96,0.84,25.34,16
889,Pfizer,4340.05,19854.74,0.81,32.55,-56.78,592.9,-20.86,29.18,2454.72,30.22,499.05,86.4,6.93,17.06,36.61,39.79
890,Rajesh Exports,679.45,20061.44,0.15,271.74,-2.4,49497.08,-2.75,8.85,241728,0.45,1001.88,271.74,1.61,4.26,36.83,20.02
891,Whirlpool India,1593.2,20212.93,0.31,84.58,228.22,2081,55.23,10.67,6936.96,7.09,323.13,83.73,6.02,5.38,47.62,62.55
892,Tata Tele. Mah.,103.5,20233.53,0,-295.1,7.33,266.48,-0.58,,1092.25,43.37,-1191.65,-295.1,,-84.93,39.76,
893,Piramal Enterp.,847.9,20236.3,3.89,485.98,-10.78,3548.37,21.99,8.61,14632.99,44.39,1990.01,485.98,0.57,2.29,25.34,10.17
894,Piramal Pharma,171.5,20465.41,0,,,,,7.16,6559.1,14.48,383.92,,,3.3,27.89,53.31
895,J K Cements,2651.15,20484.97,0.57,160.8,-15.41,2269.66,32.41,16.62,8546.33,17.35,649.93,160.8,4.74,6.57,24.61,31.52
896,Fine Organic,6723.65,20614.69,0.13,159.8,345,747.74,109.12,38.79,2266.44,23.22,383.5,159.8,21.49,23.78,26.53,53.75
897,Vinati Organics,2008.35,20642.23,0.32,101.19,25,506.32,31.05,26.59,1735.46,26.7,366.92,101.19,11.29,18.14,26.53,56.26
898,Fortis Health.,274.45,20719.83,0,134.31,25.17,1487.85,5.5,10.82,5795.14,18.01,408.46,122.25,3.35,4.78,31.71,50.73
899,Bank of India,50.5,20723.01,3.96,658.8,-10.57,10042.88,7.13,4.14,38949.47,57.37,3409.38,657.62,0.37,0.43,10.05,6.08
900,Sun TV Network,526.5,20748.56,2.61,493.99,35.3,1219.14,48.88,27.46,3985.09,65.1,1770.5,493.88,2.54,18.46,50.99,11.72
901,Hatsun Agro,965.3,20809.14,0.62,42.48,-51.79,1747.73,7.36,13.54,6965.93,9.52,171.91,42.48,19.38,6.44,47.48,121.05
902,Oil India,193.3,20961.55,7.37,3230.23,166.01,11566.93,86.51,21.55,35376.25,36.29,7372.27,2805.16,0.69,11.32,18.17,2.84
903,Bayer Crop Sci.,4671.8,20996.05,0.54,302.6,19.27,1667.4,17.76,30.91,4985.9,17.73,652.09,302.6,8.32,13.99,34.82,32.2
904,GMR Airports Inf,34.9,21065.45,0,-112.99,55.18,1443.97,57.11,4.74,5125.61,31.17,-587.63,-112.99,,-1.31,19,
905,Emami,479.1,21135.5,1.67,72.69,-6.56,778.29,17.75,30.61,3309.37,28.36,836.33,72.69,10.18,28.7,40.76,25.27
906,General Insuranc,121.05,21237.01,1.86,689.72,189.37,12626.59,-3.97,11.81,48333.27,10.21,3467.19,689.72,0.65,1.44,65.1,6.13
907,Mindspace Busine,358.2,21241.91,,128.4,20.72,485.3,15.27,5.29,1825.1,76.59,476.35,118.2,1.37,2.24,44.48,44.59
908,Dr Lal Pathlabs,2561.9,21353.92,0.47,58.2,-56.02,502.7,-17.13,29.44,1983.5,24.67,271.3,57.7,14.16,17.49,31.71,78.71
909,CRISIL,2926.75,21378.34,1.33,147.85,31,682.98,19.62,39.5,2652.48,25.99,540.7,147.85,13.6,17.95,30.29,39.54
910,Navin Fluo.Intl.,4423.15,21919.08,0.36,57.81,-8.57,419.2,23.67,19.14,1604.61,24.04,276.2,57.81,11.27,12.31,26.53,79.36
911,SKF India,4449.9,21999.4,0.33,129.18,63.27,1054.74,52.08,30.59,4027.1,15.55,445.18,129.18,11.67,16.02,45.09,49.42
912,Grindwell Norton,2026.2,22434.09,0.59,92.74,45.03,638,45.22,25.72,2211.42,20,323.34,92.43,14.3,14.15,47.87,69.38
913,Timken India,2999,22558.1,0.05,118.1,108.22,699.2,49.45,28.74,2434.5,24.21,388.4,118.1,13.61,16.03,20.23,58.08
914,B H E L,65.3,22737.87,0.61,-187.99,57.99,4672,61.03,2.93,22981.77,4.53,705.52,-187.99,0.86,0.78,37.54,32.23
915,LIC Housing Fin.,413.7,22756.11,2.05,926.89,512.24,5296.28,8.87,7.1,20406.07,88.22,3061.47,926.81,0.92,0.93,23.07,7.43
916,Ipca Labs.,903.85,22931.06,0.44,145.24,-53.35,1585.74,1.27,20.39,5849.74,19.57,719.85,143.06,4.18,13,27.89,31.86
917,Glaxosmi. Pharma,1355.95,22970.61,2.21,119.28,-1.49,745.1,3.72,36.66,3304.77,23.6,428.76,119.28,8.63,43.47,36.61,53.57
918,Devyani Intl.,191.8,23106.84,0,74.77,546.73,704.72,99.78,15.98,2435.98,23.82,261.04,73.85,33.67,8.8,127,88.52
919,Syngene Intl.,578.65,23229.01,0.09,101.5,11.01,768.1,26.02,13.26,2810.8,29.87,425.1,101.5,7.11,7.96,27.89,54.64
920,Torrent Power,484.4,23281.08,1.86,502.01,143,6510.31,110.08,13.1,17669.01,22.2,1911.89,502.01,2.34,3.62,21.88,12.18
921,Bata India,1812.15,23291.12,0.22,119.37,271.8,943.02,253.12,8.37,3063.69,22.67,291.84,119.37,12.84,2.99,53.85,79.81
922,Coforge,3862.1,23545.26,1.35,220.6,37.08,1959.4,24.85,32.08,7189.8,17.27,742.2,201.1,8.33,17.08,27.72,31.72
923,Crompton Gr. Con,373.55,23753.51,0.67,127.52,36.94,1608.05,53.71,23.76,5935.1,14.01,627.88,127.52,9.64,12.97,37.54,37.83
924,Max Financial,698.5,24106.27,0,61.61,29.42,9316.09,-0.1,10.6,28501.42,1.53,300.19,51.29,6.16,0.3,25.34,80.3
925,Relaxo Footwear,969.65,24137.11,0.26,38.67,24.9,667.15,34.2,17.55,2823.29,15.43,240.39,38.67,13.71,9.97,53.85,100.41
926,Metro Brands,889,24141.34,0.25,77.89,44.39,476.31,46.73,19.88,1871.19,33.55,351.07,76.25,16.93,10.77,82.87,68.77
927,Poonawalla Fin,315.8,24162.38,0.13,163.12,70.79,627.27,23.51,8.42,2192.69,62.92,514.35,163.12,3.77,2.53,25.34,46.98
928,Aarti Industries,677.9,24574.15,0.52,189.07,14.69,1972.02,49.76,22.07,7655.22,25.92,1331.34,189.07,4.15,15.1,26.53,18.46
929,AIA Engineering,2606.35,24583.19,0.35,191.47,27.75,1079.7,45.92,17.14,3906.3,20.38,660.24,190.47,5.17,12.52,19.15,37.23
930,REC Ltd,93.65,24660.14,12.25,2454.16,8.18,9497.45,-0.56,9.11,39215.89,87.68,10221.2,2454.16,0.49,2.47,3.98,2.41
931,Thermax,2085.95,24855.41,0.43,58.95,39.15,1654.48,57.22,11.5,6730.45,6.75,328.81,59,7.12,4.39,22.56,75.59
932,Atul,8434.8,24894.26,0.3,148.07,1.33,1487.27,18.99,18.68,5714.85,15.92,603.23,148.07,5.44,11.08,21.17,41.27
933,Oracle Fin.Serv.,2916.8,25193.51,6.51,397.75,-11.13,1376.03,7.42,36.03,5321.6,44.18,1806.59,397.75,3.92,22.56,27.72,13.95
934,Dixon Technolog.,4275,25368.68,0.05,77.12,23.12,3866.77,37.91,22.52,12747.84,3.65,231.9,77.12,22.82,5.33,51.83,109.39
935,M & M Fin. Serv.,206.15,25471.64,1.75,239.86,115.21,2902.12,13.83,7.44,11670.18,71.57,2934.64,239.26,1.51,1.34,25.34,8.68
936,Phoenix Mills,1431.15,25556.78,0.17,752.36,901.95,574.39,181.21,6.34,1858.52,52.77,471.8,210.11,3.88,2.09,30.9,54.17
